,EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55
37,5667124,RIVERSIDE CO.,HEMET,9/1/1998,0,Wildfire, , ,0,0,0,0,CA,PST, ,2149862,C,65,SGX,0,0,PARK/FOREST SERVICE, , , , , , , ,NORCO, , , , ,,"Wild fires started by lightning on the 31st of August continued through the first few days of the month.  As thunderstorm activity diminished and cooler weather developed, fire fighters were able to contain these large fires.  For total damage and acreage burned, refer to Storm Data entries on August 31st.",38,,,,,,,,,,,,,,,,,,,
38,5666845,ORANGE CO.,LAKE FOREST,9/1/1998,0,Wildfire, , ,0,0,0,0,CA,PST, ,2149862,C,59,SGX,0,0,PARK/FOREST SERVICE, , , ,8,NE,2,NE,LAKE FOREST, , , , ,,"Wild fires started by lightning on the 31st of August continued through the first few days of the month.  As thunderstorm activity diminished and cooler weather developed, fire fighters were able to contain these large fires.  For total damage and acreage burned, refer to Storm Data entries on August 31st.",39,,,,,,,,,,,,,,,,,,,
39,5668301,SANTA BARBARA CO.,SANTA BARBARA,10/16/1998,1350,Wildfire, , ,0,1,0,0,CA,PST, ,2084770,C,83,LOX,0,0,FIRE DEPT/RESCUE SQUAD, , , ,12,N,12,N,SANTA BARBARA, , , , ,"The combination of dry vegetation and weak offshore winds helped fuel a wildfire in the Los Padres National Forest, north of the city of Santa Barbara. The Ogilvy Fire, started by sparks from weed cutting, burned over 4,200 acres of forest. One minor injury was reported.",,40,,,,,,,,,,,,,,,,,,,
40,5668302,VENTURA CO.,PIRU,10/18/1998,1200,Wildfire, , ,0,7,400000,0,CA,PST, ,2084771,C,111,LOX,0,0,FIRE DEPT/RESCUE SQUAD, , , , , , , ,FILLMORE, , , , ,"The combination of dry vegetation and offshore winds fueled a wildfire in the Santa Clara Valley. The Piru Fire, started by sparks from a welder's torch, burned over 12,500 acres between the communities of Piru and Fillmore. Sixty power poles and 1700 agricultural trees were either lost or damaged. Several homes in Fillmore were evacuated. Seven minor injuries were reported.",,41,,,,,,,,,,,,,,,,,,,
41,5673120,EL DORADO CO.,CAMINO,10/20/1998,200,Wildfire, , ,0,0,200000,0,CA,PST, ,2150241,C,17,STO,0,0,NEWSPAPER, , , ,1,NE,1,NE,CAMINO, , , , ,,"Wild fire fanned by gusty canyon winds near the town of Camino. Named the Eight Mile FIre""  with 150  acres burned. No structures destroyed.""",42,,,,,,,,,,,,,,,,,,,
42,5668454,FRESNO CO.,DUNLAP,10/20/1998,820,Wildfire, , ,0,0,365000,0,CA,PST, ,2149597,C,19,HNX,0,0,PARK/FOREST SERVICE, , , ,8,NE,8,NE,DUNLAP, , , , ,"The Rough Fire located in the Sierra National Forest, Fresno County, approximately 18 miles east of Pine Flat Dam.  It burned 960 acres.  No fatalities occurred nor were any structures lost.  Fire cost of $365K.",,43,,,,,,,,,,,,,,,,,,,
43,5668453,TULARE CO.,MINERAL KING,10/21/1998,1200,Wildfire, , ,0,0,348000,0,CA,PST, ,2149596,C,107,HNX,0,0,PARK/FOREST SERVICE, , , , , , , ,MINERAL KING, , , , ,"The Lookout II Fire.  Escaped prescribed wildfire in the Sequoia/Kings Canyon National Park, near Mineral King.  Total size reached 436 acres with containment on 10/25/98.  Cost $348K with no fatalities and no structures lost.",,44,,,,,,,,,,,,,,,,,,,
44,5671273,RIVERSIDE CO.,RIVERSIDE,12/9/1998,830,Wildfire, , ,0,0,0,0,CA,PST, ,2150842,C,65,SGX,0,0,NEWSPAPER, , , , , , , ,RIVERSIDE, , , , ,,"The strongest Santa Ana wind event in two years affected the area, severely disrupting transportation, power, and daily activities. Broken trees and power poles  were common throughout the area  and power was knocked out to 180,000 customers. Downed power lines also started several wild fires, damaging one house.  Seventeen trucks were blown over along Interstate 15 and Highway  60. Blowing dust forced the closure of  the Ontario International Airport for several hours. Seven students  were knocked down and injured at the California State University in San Bernardino.  Trees also fell on two passing motorists in the Fontana area.",45,,,,,,,,,,,,,,,,,,,
45,5671270,ORANGE CO.,FOUNTAIN VLY,12/9/1998,1240,Wildfire, , ,0,0,25000,0,CA,PST, ,2150842,C,59,SGX,0,0,NEWSPAPER, , , , , , , ,NEWPORT BEACH, , , , ,,"The strongest Santa Ana wind event in two years affected the area, severely disrupting transportation, power, and daily activities. Broken trees and power poles  were common throughout the area  and power was knocked out to 180,000 customers. Downed power lines also started several wild fires, damaging one house.  Seventeen trucks were blown over along Interstate 15 and Highway  60. Blowing dust forced the closure of  the Ontario International Airport for several hours. Seven students  were knocked down and injured at the California State University in San Bernardino.  Trees also fell on two passing motorists in the Fontana area.",46,,,,,,,,,,,,,,,,,,,
46,5677482,LOS ANGELES CO.,GLENDALE,12/9/1998,1530,Wildfire, , ,0,0,0,0,CA,PST, ,2150982,C,37,LOX,0,0,NEWSPAPER, , , , , , , ,GLENDALE, , , , ,,"Powerful Santa Ana winds developed across Southern California. Northeast winds gusted up to 76 mph in the mountains and 69 mph across the coasts and valleys. Numerous power lines were knocked down, producing many power outages. In Glendale, the strong winds fueled a 60 acre brushfire that was ignited by downed power lines.",47,,,,,,,,,,,,,,,,,,,
47,5680003,SAN BERNARDINO CO.,SAN BERNARDINO,1/2/1999,1330,Wildfire, , ,0,0,0,0,CA,PST, ,1502665,C,71,SGX,0,0,NEWSPAPER, , , ,3,NW,3,NW,SAN BERNARDINO, , , , ,"A 25 acre brush fire fanned by 30 mph winds, forced the evacation of  100 residents.",,48,,,,,,,,,,,,,,,,,,,
48,5678958,LOS ANGELES CO.,GRANADA HILLS,1/3/1999,1100,Wildfire, , ,0,0,0,0,CA,PST, ,1501821,C,37,LOX,0,0,NEWSPAPER, , , ,3,N,3,N,GRANADA HILLS, , , , ,,"Gusty Santa Ana winds fueled a brush fire in the San Fernando Valley, north of Granada Hills. Over 600 acres of land was burned, but no injuries or property damage was reported. The Santa Ana winds also produced deadly rip currents across the Southern California coastal waters. In the Channel Islands Harbour, four people were injured and two more were killed when the rip currents flipped over their outrigger canoe.",49,,,,,,,,,,,,,,,,,,,
49,5680129,RIVERSIDE CO.,MECCA,1/21/1999,1015,Wildfire, , ,0,0,400000,0,CA,PST, ,1500013,C,65,SGX,0,0,NEWSPAPER, , , ,8,ESE,8,ESE,MECCA, , , , ,"Strong gusty winds caused palm fronds to brush against electrical power lines and ignite near the intersection of Palm Island Drive and Highway 111. Wind gusts to 80 mph then fanned the flames into a 30 acre wild fire that affected the community of North Shore. One house, a garage, a small office building, a storage shed, two travel trailers, and eight vehicles were destroyed. Several residents were evacuated and one family was left homeless.",,50,,,,,,,,,,,,,,,,,,,
50,5685438,SAN BERNARDINO CO.,DEVORE,2/11/1999,900,Wildfire, , ,0,1,60000,0,CA,PST, ,1502839,C,71,SGX,0,0,NEWSPAPER, , , , , , , ,DEVORE, , , , ,,"Strong winds blowing through the mountain passes of San Bernardino, Riverside, and San Diego Counties necessitated major road closures by the California Highway Patrol. Extensive property damage occurred throughout and west of the San Gorgonio Pass. Numerous trees and signs  were blown down and into buildings and vehicles, causing further damage.   A freshly plowed field just  west of San Gorgonio Pass was stripped of it's top soil, and the blowing dirt was tracked for 15 miles downstream.  Approximately 5000 residents of Beaumont  were in it's path, 30 of whom were treated for breathing problems and rashes.  Elsewhere in Riverside County: a large commerical building in Lake Elsinore was blown down, a 150 foot tall tree was blown over and crushed a trailer home, and winds caused power  outages and minor brush fires. Further south, in the Laguna Mountains of San Diego County,  trees and power lines blown down between Julian and Buckman Springs, caused road closures, power outages, minor brush fires, and destroying one building. Along Interstate 8, numerous highway signs were destroyed and two tractor-trailor rigs were blown over. The winds temporarily died down the afternoon of Feb. 11, then increased again that evening into the morning of Feb. 12.",51,,,,,,,,,,,,,,,,,,,
51,5689431,RIVERSIDE CO.,WILDOMAR,3/14/1999,1235,Wildfire, , ,0,0,0,0,CA,PST, ,1500271,C,65,SGX,0,0,NEWSPAPER, , , ,3,NE,4,NE,WILDOMAR, , , , ,,"A minor brush fire grew to a 123 acre wild fire due to moderate winds and extremely dry conditions. Firefighters had to respond with massive force:  31 fire engines,  4 water tankers, a helicopter, and 110 fire fighters to keep the fire from spreading to residences in the area. By evening the fire was only 35 percent contained. Rain from a weather system the following morning finally extinguished the fire.",52,,,,,,,,,,,,,,,,,,,
52,5690906,TULARE CO.,JOHNSONDALE,5/23/1999,1330,Wildfire, , ,0,0,0,0,CA,PST, ,2404898,C,107,HNX,0,0,PARK/FOREST SERVICE, , , ,25,ESE,25,ESE,JOHNSONDALE, , , , ,"Lightning started fire in the Chimney Drainage in the far southeast portion of Tulare County.  Fire reported by Kern County Fire Dispatch.  The fire burned no structures with no reported loss other than the less than 1 acre area burned.  Again, no cost reported/unknown.",,53,,,,,,,,,,,,,,,,,,,
53,5700439,SAN DIEGO CO.,BANNER,6/9/1999,1400,Wildfire, , ,0,2,150000,0,CA,PST, ,2408226,C,73,SGX,0,0,NEWSPAPER, , , ,2,SE, , ,BANNER, , , , ,"A wild fire, fanned by erratic winds,  consumed 700 acres, destroyed one historic wooden structure, forced the evacuation of 21 residents, and injured 2 firefighters.",,54,,,,,,,,,,,,,,,,,,,
54,5700496,SAN DIEGO CO.,BOULEVARD,6/27/1999,1155,Wildfire, , ,0,0,0,0,CA,PST, ,2409496,C,73,SGX,0,0,DEPT OF HIGHWAYS, , , ,3,N,4,N,BOULEVARD, , , , ,About 1500 acres of brush was burned in a wild fire along McCain Valley Road in remote eastern San Diego County. About 300 firefighters battled the blaze.,,55,,,,,,,,,,,,,,,,,,,
55,5709099,KERN CO.,METTLER,6/29/1999,1200,Wildfire, , ,0,0,0,0,CA,PST, ,2410938,C,29,HNX,0,0,FIRE DEPT/RESCUE SQUAD, , , ,4,S,5,S,METTLER, , , , ,Digier Fire.  Burned 350 acres in the far south end of the San Joaquin Valley.  No structures were lost and there were no injuries.  Cost to contain the blaze by 7/1/99 unknown.,,56,,,,,,,,,,,,,,,,,,,
56,5700497,SAN DIEGO CO.,SAN DIEGO,6/29/1999,1515,Wildfire, , ,0,0,200000,0,CA,PST, ,2408527,C,73,SGX,0,0,BROADCAST MEDIA, , , ,4,NE,4,NE,SAN DIEGO, , , , ,A wild fire in a canyon destroyed one duplex and threatened several other residences .,,57,,,,,,,,,,,,,,,,,,,
57,5707174,SAN BERNARDINO CO.,HESPERIA,7/6/1999,1315,Wildfire, , ,0,0,100000,0,CA,PST, ,2409956,C,71,SGX,0,0,NEWSPAPER, , , ,11,S,5,S,HESPERIA, , , , ,A 2576 acre wild fire destroyed one mobile home and two sheds. Residents of Oak Hills and Summit Valley were forced to evacuate. Highway 138 was closed as the fire crossed from the west side of the Highway and moved north across Summit Valley.,,58,,,,,,,,,,,,,,,,,,,
58,5707179,SAN DIEGO CO.,ALPINE,7/12/1999,1300,Wildfire, , ,0,0,0,0,CA,PST, ,2409960,C,73,SGX,0,0,NEWSPAPER, , , ,2,E,3,E,ALPINE, , , , ,Lightning ignited a 350 acre brush fire. Several aircraft and over 100 firefighters responded and kept the fire from reaching the Viejas Casino.,,59,,,,,,,,,,,,,,,,,,,
59,5706557,SANTA BARBARA CO.,CUYAMA,7/18/1999,900,Wildfire, , ,0,0,0,0,CA,PST, ,2408451,C,83,LOX,0,0,OFFICIAL NWS OBS., , , ,18,W,18,W,CUYAMA, , , , ,"A wildfire burnt 14,537 acres in the Los Padres National Forest in Santa Barbara County. The fire was ignited by sparks from a bulldozer.",,60,,,,,,,,,,,,,,,,,,,
60,5707289,SAN BERNARDINO CO.,PHELAN,7/25/1999,1145,Wildfire, , ,0,2,500000,0,CA,PST, ,2410410,C,71,SGX,0,0,NEWSPAPER, , , ,9,SE,1,S,PHELAN, , , , ,"A wild fire that began near Highway 138, traveled north and consumed 4035 acres due to hot dry weather and erratic 20 mph winds.  Twenty eight sheep and goats were killed; 2 firefighters injured; 250 residents forced to evacuate; 2 mobile homes, a garage,  a barn, 2 sheds, and several cars were destroyed. Ten air tankers, seven helicopters, and 1001 firefighters fought to bring the fire under control.",,61,,,,,,,,,,,,,,,,,,,
61,5716517,RIVERSIDE CO.,THERMAL ARPT,8/9/1999,1100,Wildfire, , ,0,0,0,0,CA,PST, ,2412192,C,65,SGX,0,0,NEWSPAPER, , , ,2,N,2,N,THERMAL ARPT, , , , ,Shifting winds quickly spread a wild fire into 10 acres. Flames approached within 2 feet of six homes and jumped a road.,,62,,,,,,,,,,,,,,,,,,,
62,5716233,SAN DIEGO CO.,MT LAGUNA AFS,8/13/1999,2330,Wildfire, , ,0,0,0,0,CA,PST, ,2413234,C,73,SGX,0,0,NEWSPAPER, , , , , , , ,MT LAGUNA AFS, , , , ,"A wild fire grew to 4500 acres before it was fully contained. Over 100 campers were evacuated. Seven air tankers, seven helicopters, 35 fire engines, and 450 firefighters were dispatched to fight the blaze. The cost of fighting the fire was estimated at  over a million dollars.",,63,,,,,,,,,,,,,,,,,,,
63,5716234,SAN DIEGO CO.,CAMPO,8/21/1999,1100,Wildfire, , ,0,2,100000,0,CA,PST, ,2411437,C,73,SGX,0,0,BROADCAST MEDIA, , , ,4,W,1,W,CAMPO, , , , ,Erratic winds fanned a wild fire to 1200 acres. Several sheds and barns were burned.,,64,,,,,,,,,,,,,,,,,,,
64,5716235,SAN DIEGO CO.,RAMONA,8/21/1999,1300,Wildfire, , ,0,3,0,0,CA,PST, ,2411438,C,73,SGX,0,0,NEWSPAPER, , , ,10,N,10,N,RAMONA, , , , ,A wild fire burned 300 acres. Three firefighters were slightly injured.,,65,,,,,,,,,,,,,,,,,,,
65,5714339,SHASTA CO.,BURNEY,8/22/1999,1600,Wildfire, , ,0,0,0,0,CA,PST, ,2412432,C,89,STO,0,0,PARK/FOREST SERVICE, , , , , , , ,BURNEY, , , , ,,"The Burney LCA incident contained 36 fires which burned 118 acres. The fires were all caused by dry lightning and were enhanced by 20 to 40 mph winds on the 28th and 29th. No injuries or deaths were reported. Fire suppression costs added up to $175,000 for the week long event.",66,,,,,,,,,,,,,,,,,,,
66,5714337,PLUMAS CO.,BUCKS LAKE,8/22/1999,1857,Wildfire, , ,0,0,0,0,CA,PST, ,2411691,C,63,STO,0,0,PARK/FOREST SERVICE, , , , , , , ,BUCKS LAKE, , , , ,,"The MHRD Complex was responsible for burning 24,132 acres by months end. The complex included 12 lightning caused fires. No deaths or injuries were reported. The fires threatened the community of Buck's Lake necessitating a structure protection group. Other threats were made outside of the Buck's Lake area and included private land, private and public high value timber lands and timber sales. Biomass operations on National Forest Lands, historic and prehistoric structures on several fires, a Spotted Owl habitat, a Red and Yellow Legged Frog habitat, power houses, and a game refuge were all at significant risk.",67,,,,,,,,,,,,,,,,,,,
67,5714342,TEHAMA CO.,PASKENTA,8/23/1999,2,Wildfire, , ,0,0,0,0,CA,PST, ,2413397,C,103,STO,0,0,PARK/FOREST SERVICE, , , , , , , ,PASKENTA, , , , ,,"The Tehama Complex consisted of 14 lightning caused fires. The fires were responsible for burning 35,400 acres with the biggest fire, the Dehaven, burning over 17,000 acres. Structures and well as timber land were threatened. Strong winds approaching 40 mph, dry conditions, and steep terrain prolonged fire fighting efforts. Fire suppression costs approached 2 million dollars.",68,,,,,,,,,,,,,,,,,,,
68,5714338,SHASTA CO.,REDDING,8/23/1999,100,Wildfire, , ,0,3,0,0,CA,PST, ,2413396,C,89,STO,0,0,PARK/FOREST SERVICE, , , ,10,NW,10,NW,REDDING, , , , ,,The Spring Incident (formerly known as the Sugarloaf Incident) was responsible for burning 900 acres. Three minor injuries and zero deaths were reported. This lightning caused incident contained two main fires which burned together. The fires destroyed a vehicle park recreation area and threatened timber and recreational trails. Gusty southwest winds which approached 40 mph on the 28th through the 30th as well as steep terrain hampered the control process.,69,,,,,,,,,,,,,,,,,,,
